Suburb,Address,Type,Method,SellerG,Date,CouncilArea,Regionname
Camberwell,12 Brinsley Rd,h,S,Noel,10/12/2016,Boroondara,Southern Metropolitan
Camberwell,3/575 Burke Rd,t,VB,Fletchers,10/12/2016,Boroondara,Southern Metropolitan
Camberwell,4 Range St,h,S,Jellis,12/06/2016,Boroondara,Southern Metropolitan
Camberwell,163 Through Rd,h,S,Fletchers,12/06/2016,Boroondara,Southern Metropolitan
Camberwell,2/37 Donna Buang St,h,S,J,12/11/2016,Boroondara,Southern Metropolitan
Camberwell,13 Grace St,h,SP,Noel,12/11/2016,Boroondara,Southern Metropolitan
Camberwell,7/5 Holly St,u,PI,O'Donoghues,12/11/2016,Boroondara,Southern Metropolitan
Camberwell,3/220 Warrigal Rd,u,SP,LITTLE,12/11/2016,Boroondara,Southern Metropolitan
Camberwell,2/3 Tyrone St,h,VB,Jellis,13/08/2016,Boroondara,Southern Metropolitan
Camberwell,603 Burke Rd,h,VB,Marshall,14/05/2016,Boroondara,Southern Metropolitan
Camberwell,3/5 Holly St,u,PI,Jellis,14/05/2016,Boroondara,Southern Metropolitan
Camberwell,46 Athelstan Rd,h,S,Marshall,15/10/2016,Boroondara,Southern Metropolitan
Camberwell,6 Gavan St,h,S,Fletchers,15/10/2016,Boroondara,Southern Metropolitan
Camberwell,4 Ada St,h,S,O'Donoghues,16/04/2016,Boroondara,Southern Metropolitan
Camberwell,591 Camberwell Rd,h,PI,O'Donoghues,16/04/2016,Boroondara,Southern Metropolitan
Camberwell,5 Cooloongatta Rd,h,SP,Marshall,16/04/2016,Boroondara,Southern Metropolitan
Camberwell,5 Nicholsdale Rd,h,PI,Jellis,16/04/2016,Boroondara,Southern Metropolitan
Camberwell,2/564 Riversdale Rd,u,S,Bekdon,16/07/2016,Boroondara,Southern Metropolitan
Camberwell,2/25 Hazel St,u,S,Jellis,17/09/2016,Boroondara,Southern Metropolitan
Camberwell,18 Middle Rd,h,VB,Jellis,17/09/2016,Boroondara,Southern Metropolitan
Camberwell,8/1277 Toorak Rd,u,PI,Ross,17/09/2016,Boroondara,Southern Metropolitan
Camberwell,4/17 Hazel St,u,PI,Noel,18/03/2017,Boroondara,Southern Metropolitan
Camberwell,15 Hollsmoor Rd,h,S,Jellis,18/03/2017,Boroondara,Southern Metropolitan
Camberwell,4/1 Through Rd,t,S,Ray,18/03/2017,Boroondara,Southern Metropolitan
Camberwell,2/1021 Toorak Rd,u,S,Jellis,18/03/2017,Boroondara,Southern Metropolitan
Camberwell,37 Victoria Rd,h,S,Jellis,18/03/2017,Boroondara,Southern Metropolitan
Camberwell,6 Wilson Gr,h,S,Lindellas,18/03/2017,Boroondara,Southern Metropolitan
Camberwell,16 Joffre St,t,SP,hockingstuart,18/06/2016,Boroondara,Southern Metropolitan
Camberwell,9a Russell St,h,PI,Marshall,18/06/2016,Boroondara,Southern Metropolitan
Camberwell,6/11 Seymour Gr,u,PI,Fletchers,22/05/2016,Boroondara,Southern Metropolitan
Camberwell,6/68 Brinsley Rd,u,S,Buxton,22/08/2016,Boroondara,Southern Metropolitan
Camberwell,2/13 Glyndon Rd,h,S,Kay,22/08/2016,Boroondara,Southern Metropolitan
Camberwell,13 Smith Rd,h,S,Kay,22/08/2016,Boroondara,Southern Metropolitan
Camberwell,14 Hollsmoor Rd,h,S,Noel,24/09/2016,Boroondara,Southern Metropolitan
Camberwell,68 Bowen St,h,S,Jellis,25/02/2017,Boroondara,Southern Metropolitan
Camberwell,64A Christowel St,h,S,Noel,25/02/2017,Boroondara,Southern Metropolitan
Camberwell,2/23 Hazel St,u,S,Jellis,25/02/2017,Boroondara,Southern Metropolitan
Camberwell,26 Hunter Rd,h,S,Fletchers,25/02/2017,Boroondara,Southern Metropolitan
Camberwell,6 Judd St,t,S,Jellis,25/02/2017,Boroondara,Southern Metropolitan
Camberwell,638 Riversdale Rd,h,VB,Jellis,25/02/2017,Boroondara,Southern Metropolitan
Camberwell,16A Waterloo St,h,S,Kay,25/02/2017,Boroondara,Southern Metropolitan
Camberwell,1/3 Crescent Rd,u,S,Woodards,27/06/2016,Boroondara,Southern Metropolitan
Camberwell,30 Smith Rd,h,SP,Marshall,27/06/2016,Boroondara,Southern Metropolitan
Camberwell,22 Avenue Rd,h,PI,Jellis,27/11/2016,Boroondara,Southern Metropolitan
Camberwell,3/595 Burke Rd,t,S,hockingstuart,27/11/2016,Boroondara,Southern Metropolitan
Camberwell,16 Callanish Rd,h,S,Marshall,27/11/2016,Boroondara,Southern Metropolitan
Camberwell,29 Kalang Rd,h,S,Jellis,27/11/2016,Boroondara,Southern Metropolitan
Camberwell,1/28 Nevis St,u,S,Marshall,27/11/2016,Boroondara,Southern Metropolitan
Camberwell,808 Riversdale Rd,h,S,Garvey,27/11/2016,Boroondara,Southern Metropolitan
Camberwell,25 Russell St,h,S,Marshall,27/11/2016,Boroondara,Southern Metropolitan
Camberwell,2/22 Seymour Gr,u,S,Garvey,27/11/2016,Boroondara,Southern Metropolitan
Camberwell,44 Athelstan Rd,h,SP,Weast,28/05/2016,Boroondara,Southern Metropolitan
Camberwell,2 Hazel St,h,PI,Marshall,28/05/2016,Boroondara,Southern Metropolitan
Camberwell,91 Radnor St,h,S,Jellis,28/05/2016,Boroondara,Southern Metropolitan
Camberwell,612 Riversdale Rd,h,PI,RT,28/05/2016,Boroondara,Southern Metropolitan
Camberwell,532 Burke Rd,h,VB,Noel,28/08/2016,Boroondara,Southern Metropolitan
Camberwell,4/26 Cornell St,h,S,Fletchers,28/08/2016,Boroondara,Southern Metropolitan
Camberwell,9 Derby St,h,PI,Marshall,28/08/2016,Boroondara,Southern Metropolitan
Camberwell,20 Kirkwood Dr,h,S,Fletchers,28/08/2016,Boroondara,Southern Metropolitan
Canterbury,18 Irilbarra Rd,h,S,Marshall,3/09/2016,Boroondara,Southern Metropolitan
Canterbury,33 Myrtle Rd,h,S,Marshall,3/12/2016,Boroondara,Southern Metropolitan
Canterbury,1/17 Chatham Rd,t,PI,Noel,4/03/2017,Boroondara,Southern Metropolitan
Canterbury,1/28 Milton St,h,S,Jellis,4/03/2017,Boroondara,Southern Metropolitan
Canterbury,3/13 Wattle Valley Rd,u,S,Century,4/06/2016,Boroondara,Southern Metropolitan
Canterbury,2 McGregor St,h,S,Jellis,7/05/2016,Boroondara,Southern Metropolitan
Canterbury,31 Rubens Gr,h,PI,Jellis,7/05/2016,Boroondara,Southern Metropolitan
Canterbury,42 Warburton Rd,h,VB,Noel,7/05/2016,Boroondara,Southern Metropolitan
Canterbury,5 Margaret St,h,S,Marshall,7/11/2016,Boroondara,Southern Metropolitan
Canterbury,5 Dorothea St,h,S,Jellis,8/10/2016,Boroondara,Southern Metropolitan
Canterbury,3 Monomeath Pl,h,S,Marshall,8/10/2016,Boroondara,Southern Metropolitan
Canterbury,1b Daphne St,h,S,Fletchers,10/09/2016,Boroondara,Southern Metropolitan
Canterbury,13 Byron St,h,S,Jellis,10/12/2016,Boroondara,Southern Metropolitan
Canterbury,21 Compton St,h,PI,Jellis,10/12/2016,Boroondara,Southern Metropolitan
Canterbury,29 Rubens Gr,h,PI,Marshall,11/02/2017,Boroondara,Southern Metropolitan
Canterbury,4/34 Rochester Rd,u,S,Jellis,12/11/2016,Boroondara,Southern Metropolitan
Canterbury,8 Dudley Pde,h,VB,Jellis,15/10/2016,Boroondara,Southern Metropolitan
Canterbury,1/8 Faversham Rd,t,S,Jellis,15/10/2016,Boroondara,Southern Metropolitan
Canterbury,21 Marden St,h,PI,Marshall,15/10/2016,Boroondara,Southern Metropolitan
Canterbury,47 Warburton Rd,h,S,Fletchers,17/09/2016,Boroondara,Southern Metropolitan
Canterbury,77 Highfield Rd,h,VB,RT,18/03/2017,Boroondara,Southern Metropolitan
Canterbury,55 Warburton Rd,h,S,Jellis,18/06/2016,Boroondara,Southern Metropolitan
Canterbury,17 Irilbarra Rd,h,S,Jellis,19/11/2016,Boroondara,Southern Metropolitan
Canterbury,2/20 Margaret St,u,SP,Fletchers,23/04/2016,Boroondara,Southern Metropolitan
Canterbury,12a View St,h,PI,Marshall,26/07/2016,Boroondara,Southern Metropolitan
Canterbury,6/124 Canterbury Rd,u,S,Marshall,27/06/2016,Boroondara,Southern Metropolitan
Canterbury,3/34 Faversham Rd,t,S,Jellis,27/06/2016,Boroondara,Southern Metropolitan
Canterbury,3/124 Canterbury Rd,u,S,RT,27/11/2016,Boroondara,Southern Metropolitan
Canterbury,2A Erica St,h,VB,Jellis,27/11/2016,Boroondara,Southern Metropolitan
Canterbury,1/29 Logan St,h,S,Jellis,27/11/2016,Boroondara,Southern Metropolitan
Canterbury,35 Myrtle Rd,h,S,RW,27/11/2016,Boroondara,Southern Metropolitan
Canterbury,8 Avenue Athol,t,S,Fletchers,28/05/2016,Boroondara,Southern Metropolitan
Canterbury,1/27 Maling Rd,t,S,O'Donoghues,28/08/2016,Boroondara,Southern Metropolitan
Canterbury,2/46 Wattle Valley Rd,u,S,Fletchers,30/07/2016,Boroondara,Southern Metropolitan
Carlton North,527 Nicholson St,h,VB,Nelson,3/09/2016,Yarra,Northern Metropolitan
Carlton North,593 Canning St,h,S,Nelson,4/03/2017,Yarra,Northern Metropolitan
Carlton North,112 Newry St,h,S,Nelson,4/03/2017,Yarra,Northern Metropolitan
Carlton North,122 Richardson St,h,S,hockingstuart,4/03/2017,Yarra,Northern Metropolitan
Carlton North,632 Rathdowne St,h,VB,Nelson,6/08/2016,Yarra,Northern Metropolitan
Carlton North,989 Drummond St,h,SP,Chambers,7/05/2016,Yarra,Northern Metropolitan
Carlton North,700 Rathdowne St,h,S,Woodards,7/05/2016,Yarra,Northern Metropolitan
Carlton North,2/872 Drummond St,t,S,Nelson,8/10/2016,Yarra,Northern Metropolitan
Carlton North,1 Fletcher La,h,PI,Nelson,10/12/2016,Yarra,Northern Metropolitan
Carlton North,173 MacPherson St,h,S,Nelson,10/12/2016,Yarra,Northern Metropolitan
Carlton North,967 Drummond St,h,S,Ray,11/03/2017,Yarra,Northern Metropolitan
Carlton North,9/823 Rathdowne St,u,S,Nelson,11/03/2017,Yarra,Northern Metropolitan
Carlton North,392 Station St,h,S,Kelly,12/11/2016,Yarra,Northern Metropolitan
Carlton North,122 Amess St,h,S,Nelson,14/05/2016,Yarra,Northern Metropolitan
Carlton North,40 Ogrady St,h,S,Nelson,15/10/2016,Yarra,Northern Metropolitan
Carlton North,1018 Drummond St,h,S,Nelson,16/04/2016,Yarra,Northern Metropolitan
Carlton North,354 Station St,h,S,Nelson,16/04/2016,Yarra,Northern Metropolitan
Carlton North,462 Canning St,h,S,Nelson,16/07/2016,Yarra,Northern Metropolitan
Carlton North,26/174 Lee St,u,S,Kelly,16/07/2016,Yarra,Northern Metropolitan
Carlton North,119 Curtain St,h,S,Nelson,18/03/2017,Yarra,Northern Metropolitan
Carlton North,75 Fenwick St,h,S,Nelson,18/03/2017,Yarra,Northern Metropolitan
Carlton North,16 Fenwick St,h,S,Nelson,18/06/2016,Yarra,Northern Metropolitan
Carlton North,658 Lygon St,h,S,Nelson,18/06/2016,Yarra,Northern Metropolitan
Carlton North,292 Amess St,h,S,Nelson,22/05/2016,Yarra,Northern Metropolitan
Carlton North,167 Richardson St,h,S,Nelson,22/08/2016,Yarra,Northern Metropolitan
Carlton North,14/1102 Lygon St,u,S,Nelson,24/09/2016,Yarra,Northern Metropolitan
Carlton North,984 Lygon St,h,VB,Nelson,24/09/2016,Yarra,Northern Metropolitan
Carlton North,4 Mary St,u,VB,Nelson,24/09/2016,Yarra,Northern Metropolitan
Carlton North,24/635 Drummond St,u,S,hockingstuart,27/06/2016,Yarra,Northern Metropolitan
Carnegie,1/60 Moonya Rd,u,S,Ray,3/09/2016,Glen Eira,Southern Metropolitan
Carnegie,1/70 Truganini Rd,t,S,Gary,3/09/2016,Glen Eira,Southern Metropolitan
Carnegie,2/31 Moonya Rd,u,SP,Woodards,3/12/2016,Glen Eira,Southern Metropolitan
Carnegie,212 Neerim Rd,h,S,hockingstuart,3/12/2016,Glen Eira,Southern Metropolitan
Carnegie,218 Neerim Rd,h,S,hockingstuart,3/12/2016,Glen Eira,Southern Metropolitan
Carnegie,3 Oakleigh Rd,h,S,Buxton,3/12/2016,Glen Eira,Southern Metropolitan
Carnegie,3/13 Emily St,u,S,Marshall,4/03/2017,Glen Eira,Southern Metropolitan
Carnegie,3/21 Jersey Pde,u,S,Ray,4/03/2017,Glen Eira,Southern Metropolitan
Carnegie,64 Lyons St,h,S,hockingstuart,4/03/2017,Glen Eira,Southern Metropolitan
Carnegie,8/54 Moonya Rd,u,S,Woodards,4/03/2017,Glen Eira,Southern Metropolitan
Carnegie,3/78 Moonya Rd,t,SP,Gary,4/03/2017,Glen Eira,Southern Metropolitan
Carnegie,1/177 Oakleigh Rd,u,S,hockingstuart,4/03/2017,Glen Eira,Southern Metropolitan
Carnegie,4/5 Anzac St,u,S,hockingstuart,4/06/2016,Glen Eira,Southern Metropolitan
Carnegie,42 Margaret St,h,S,Jellis,4/06/2016,Glen Eira,Southern Metropolitan
Carnegie,5/78 Moonya Rd,t,PI,Gary,4/06/2016,Glen Eira,Southern Metropolitan
Carnegie,4/314 Neerim Rd,u,SP,hockingstuart,4/06/2016,Glen Eira,Southern Metropolitan
Carnegie,3/9 Poplar Gr,u,S,Ray,4/06/2016,Glen Eira,Southern Metropolitan
Carnegie,5/66 Woornack Rd,u,S,hockingstuart,4/06/2016,Glen Eira,Southern Metropolitan
Carnegie,4/12 Judith St,u,VB,Gary,6/08/2016,Glen Eira,Southern Metropolitan
Carnegie,68 Miller St,h,S,hockingstuart,6/08/2016,Glen Eira,Southern Metropolitan
Carnegie,254 Neerim Rd,h,VB,Gary,6/08/2016,Glen Eira,Southern Metropolitan
Carnegie,4/76 Railway Rd,u,S,hockingstuart,6/08/2016,Glen Eira,Southern Metropolitan
Carnegie,1/78 Railway Rd,u,S,hockingstuart,6/08/2016,Glen Eira,Southern Metropolitan
Carnegie,1 Frogmore Rd,h,S,Woodards,7/05/2016,Glen Eira,Southern Metropolitan
Carnegie,63 Oakleigh Rd,h,S,hockingstuart,7/05/2016,Glen Eira,Southern Metropolitan
Carnegie,10/68 Woornack Rd,u,VB,Gary,7/05/2016,Glen Eira,Southern Metropolitan
Carnegie,78b Miller St,u,S,Woodards,7/11/2016,Glen Eira,Southern Metropolitan
Carnegie,4/62 Moonya Rd,u,S,Woodards,7/11/2016,Glen Eira,Southern Metropolitan
Carnegie,12/250 Neerim Rd,t,SP,Gary,7/11/2016,Glen Eira,Southern Metropolitan
Carnegie,3/35 Moonya Rd,u,PI,Ray,10/09/2016,Glen Eira,Southern Metropolitan
Carnegie,1/38 Neville St,u,S,Woodards,10/09/2016,Glen Eira,Southern Metropolitan
Carnegie,4 Vine Gr,h,S,Gary,10/09/2016,Glen Eira,Southern Metropolitan
Carnegie,12/66 Woornack Rd,u,PI,hockingstuart,10/09/2016,Glen Eira,Southern Metropolitan
Carnegie,2/33 Oakleigh Rd,t,S,hockingstuart,10/12/2016,Glen Eira,Southern Metropolitan
Carnegie,2/22 Kokaribb Rd,u,S,Ray,11/02/2017,Glen Eira,Southern Metropolitan
Carnegie,14 Emily St,h,S,Ray,11/03/2017,Glen Eira,Southern Metropolitan
Carnegie,19/225 Koornang Rd,u,VB,Ray,12/06/2016,Glen Eira,Southern Metropolitan
Carnegie,90 Truganini Rd,h,VB,hockingstuart,12/11/2016,Glen Eira,Southern Metropolitan
Carnegie,2/25 El Nido Gr,t,SA,Ray,13/08/2016,Glen Eira,Southern Metropolitan
Carnegie,4/299 Koornang Rd,u,S,hockingstuart,13/08/2016,Glen Eira,Southern Metropolitan
Carnegie,52 Emily St,h,S,Woodards,14/05/2016,Glen Eira,Southern Metropolitan
Carnegie,6 Longstaff St,h,S,Gary,14/05/2016,Glen Eira,Southern Metropolitan
Carnegie,215 Neerim Rd,h,VB,Gary,14/05/2016,Glen Eira,Southern Metropolitan
Carnegie,1/108 Truganini Rd,t,PI,Marshall,14/05/2016,Glen Eira,Southern Metropolitan
Carnegie,8/48 Moonya Rd,u,S,Thomson,15/10/2016,Glen Eira,Southern Metropolitan
Carnegie,25 Arawatta St,h,S,Jellis,16/04/2016,Glen Eira,Southern Metropolitan
Carnegie,48 Lyons St,h,PI,Ray,16/04/2016,Glen Eira,Southern Metropolitan
Carnegie,51 Mimosa Rd,h,PI,Ray,16/04/2016,Glen Eira,Southern Metropolitan
Carnegie,2/79 Mimosa Rd,t,S,Gary,16/04/2016,Glen Eira,Southern Metropolitan
Carnegie,2/61 Moonya Rd,h,S,Gary,16/04/2016,Glen Eira,Southern Metropolitan
Carnegie,4/39 Kokaribb Rd,u,SP,Woodards,16/07/2016,Glen Eira,Southern Metropolitan
Carnegie,1/60 Mimosa Rd,u,S,Woodards,16/07/2016,Glen Eira,Southern Metropolitan
Carnegie,9/314 Neerim Rd,u,S,Thomson,16/07/2016,Glen Eira,Southern Metropolitan
Carnegie,10/81 Koornang Rd,u,S,Ray,17/09/2016,Glen Eira,Southern Metropolitan
Carnegie,33 McLaurin Rd,h,S,hockingstuart,17/09/2016,Glen Eira,Southern Metropolitan
Carnegie,2/59 Moonya Rd,u,SP,Woodards,17/09/2016,Glen Eira,Southern Metropolitan
Carnegie,35 Hunter St,h,S,Ray,18/03/2017,Glen Eira,Southern Metropolitan
Carnegie,1/12 Kokaribb Rd,u,S,Property,18/06/2016,Glen Eira,Southern Metropolitan
Carnegie,2 Kokaribb Rd,h,S,hockingstuart,18/06/2016,Glen Eira,Southern Metropolitan
Carnegie,2/11 Maroona Rd,u,S,hockingstuart,18/06/2016,Glen Eira,Southern Metropolitan
Carnegie,5/60 Woornack Rd,u,S,hockingstuart,18/06/2016,Glen Eira,Southern Metropolitan
Carnegie,1/3 Coorigil Rd,h,S,Woodards,19/11/2016,Glen Eira,Southern Metropolitan
Carnegie,9/45 Coorigil Rd,u,SP,Woodards,19/11/2016,Glen Eira,Southern Metropolitan
Carnegie,2/300 Koornang Rd,u,S,Woodards,19/11/2016,Glen Eira,Southern Metropolitan
Carnegie,53 Moonya Rd,h,S,Woodards,19/11/2016,Glen Eira,Southern Metropolitan
Carnegie,27 Morgan St,h,PI,Buxton,19/11/2016,Glen Eira,Southern Metropolitan
Carnegie,2 Poplar Gr,h,S,Ray,19/11/2016,Glen Eira,Southern Metropolitan
Carnegie,10/12 St Huberts Rd,u,S,hockingstuart,19/11/2016,Glen Eira,Southern Metropolitan
Carnegie,39 Elimatta Rd,h,S,Ray,22/05/2016,Glen Eira,Southern Metropolitan
Carnegie,16a Blackwood St,u,S,Thomson,22/08/2016,Glen Eira,Southern Metropolitan
Carnegie,21 Edgewood St,h,S,Gary,22/08/2016,Glen Eira,Southern Metropolitan
Carnegie,9/81 Koornang Rd,u,S,Ray,22/08/2016,Glen Eira,Southern Metropolitan
Carnegie,33b Emily St,h,S,Ray,23/04/2016,Glen Eira,Southern Metropolitan
Carnegie,1/52 Neville St,t,S,hockingstuart,23/04/2016,Glen Eira,Southern Metropolitan
Carnegie,76 Oakleigh Rd,h,PI,Ray,23/04/2016,Glen Eira,Southern Metropolitan
Carnegie,2/47 Coorigil Rd,u,S,Noel,25/02/2017,Glen Eira,Southern Metropolitan
Carnegie,68 Leila Rd,h,PI,Ray,25/02/2017,Glen Eira,Southern Metropolitan
Carnegie,1/15 Rosstown Rd,u,PI,Matthew,25/02/2017,Glen Eira,Southern Metropolitan
Carnegie,73 Truganini Rd,h,PI,Marshall,25/02/2017,Glen Eira,Southern Metropolitan
Carnegie,83 Truganini Rd,h,S,Buxton,25/02/2017,Glen Eira,Southern Metropolitan
Carnegie,3/16 Yendon Rd,t,S,Gary,25/02/2017,Glen Eira,Southern Metropolitan
Carnegie,8 Yendon Rd,h,S,Woodards,25/02/2017,Glen Eira,Southern Metropolitan
Carnegie,14/82 Coorigil Rd,u,VB,Thomson,26/07/2016,Glen Eira,Southern Metropolitan
Carnegie,22 Neville St,h,S,Private/Tiernan's,26/07/2016,Glen Eira,Southern Metropolitan
Carnegie,86 Neville St,h,S,Woodards,26/07/2016,Glen Eira,Southern Metropolitan
Carnegie,48 Blackwood St,h,S,hockingstuart,27/06/2016,Glen Eira,Southern Metropolitan
Carnegie,5/35 Moonya Rd,u,S,Australian,27/06/2016,Glen Eira,Southern Metropolitan
Carnegie,5/102 Oakleigh Rd,u,S,Anderson,27/06/2016,Glen Eira,Southern Metropolitan
Carnegie,2/94 Truganini Rd,u,S,Woodards,27/06/2016,Glen Eira,Southern Metropolitan
Carnegie,3/64 Woornack Rd,t,S,Buxton,27/06/2016,Glen Eira,Southern Metropolitan
Carnegie,1/58 Coorigil Rd,u,S,Woodards,27/11/2016,Glen Eira,Southern Metropolitan
Carnegie,14 Margaret St,h,S,hockingstuart,27/11/2016,Glen Eira,Southern Metropolitan
Carnegie,44 Blackwood St,h,S,hockingstuart,28/05/2016,Glen Eira,Southern Metropolitan
Carnegie,5/33 Gnarwyn Rd,u,S,Buxton,28/05/2016,Glen Eira,Southern Metropolitan
Carnegie,6/7 Judd St,u,S,Gary,28/05/2016,Glen Eira,Southern Metropolitan
Carnegie,15/225 Koornang Rd,u,S,Ray,28/08/2016,Glen Eira,Southern Metropolitan
Carnegie,26 Leila Rd,h,S,Woodards,28/08/2016,Glen Eira,Southern Metropolitan
Carnegie,10/8 Anzac St,u,S,hockingstuart,30/07/2016,Glen Eira,Southern Metropolitan
Carnegie,3/9 Maroona Rd,u,S,hockingstuart,30/07/2016,Glen Eira,Southern Metropolitan
Carnegie,3/12 St Huberts Rd,u,S,hockingstuart,30/07/2016,Glen Eira,Southern Metropolitan
Caulfield,6/5 Freeman St,u,S,Gary,3/09/2016,Glen Eira,Southern Metropolitan
Caulfield,18 Ash Gr,t,SP,Gary,3/12/2016,Glen Eira,Southern Metropolitan
Caulfield,190 Kambrook Rd,h,S,Gary,3/12/2016,Glen Eira,Southern Metropolitan
Caulfield,2/19 Ash Gr,u,S,hockingstuart,4/03/2017,Glen Eira,Southern Metropolitan
Caulfield,4/14 Briggs St,u,VB,Gary,4/03/2017,Glen Eira,Southern Metropolitan
Caulfield,103/677 Glen Huntly Rd,u,SP,Gary,19/11/2016,Glen Eira,Southern Metropolitan
Caulfield,30 Pyne St,h,PI,Rodney,25/02/2017,Glen Eira,Southern Metropolitan
Caulfield,3/97 Murray St,h,S,Gary,30/07/2016,Glen Eira,Southern Metropolitan
Caulfield North,14 Arthur St,h,S,McGrath,3/09/2016,Glen Eira,Southern Metropolitan
Caulfield North,452 Dandenong Rd,h,S,Marshall,3/09/2016,Glen Eira,Southern Metropolitan
Caulfield North,12/378 Dandenong Rd,u,SP,Abercromby's,4/03/2017,Glen Eira,Southern Metropolitan
Caulfield North,25 Malvern Gr,h,PI,Jellis,7/05/2016,Glen Eira,Southern Metropolitan
Caulfield North,5/698 Inkerman Rd,u,SP,hockingstuart,7/11/2016,Glen Eira,Southern Metropolitan
Caulfield North,9/400 Dandenong Rd,u,VB,Gary,10/09/2016,Glen Eira,Southern Metropolitan
Caulfield North,8/359 Balaclava Rd,u,VB,hockingstuart,10/12/2016,Glen Eira,Southern Metropolitan
Caulfield North,3/374 Dandenong Rd,u,SP,Gary,10/12/2016,Glen Eira,Southern Metropolitan
Caulfield North,9/370 Orrong Rd,u,S,hockingstuart,12/11/2016,Glen Eira,Southern Metropolitan
Caulfield North,7/19 Hawthorn Rd,u,S,Gary,13/08/2016,Glen Eira,Southern Metropolitan
Caulfield North,11 Arthur St,h,SP,Gary,15/10/2016,Glen Eira,Southern Metropolitan
Caulfield North,28 Wanda Rd,h,S,Gary,15/10/2016,Glen Eira,Southern Metropolitan
Caulfield North,13/378 Dandenong Rd,u,SP,Castran,17/09/2016,Glen Eira,Southern Metropolitan
Caulfield North,15/496 Dandenong Rd,u,S,Gary,18/03/2017,Glen Eira,Southern Metropolitan
Caulfield North,7 Cambridge St,h,S,Marshall,25/02/2017,Glen Eira,Southern Metropolitan
Caulfield North,6/378 Dandenong Rd,u,PI,Castran,25/02/2017,Glen Eira,Southern Metropolitan
Caulfield North,1/13 Narong Rd,u,S,Gary,25/02/2017,Glen Eira,Southern Metropolitan
Caulfield North,127 Normanby Rd,h,S,Marshall,25/02/2017,Glen Eira,Southern Metropolitan
Caulfield North,1/355 Alma Rd,u,S,Gary,28/05/2016,Glen Eira,Southern Metropolitan
Caulfield North,3/388 Dandenong Rd,u,VB,Gary,28/05/2016,Glen Eira,Southern Metropolitan
Caulfield North,123 Normanby Rd,h,S,Gary,28/08/2016,Glen Eira,Southern Metropolitan
Caulfield South,26 Flowers St,h,S,hockingstuart,3/09/2016,Glen Eira,Southern Metropolitan
Caulfield South,5 Alder St,h,S,hockingstuart,3/12/2016,Glen Eira,Southern Metropolitan
Caulfield South,10/468 Kooyong Rd,u,PI,Gary,3/12/2016,Glen Eira,Southern Metropolitan
Caulfield South,15 Dover St,h,S,hockingstuart,4/03/2017,Glen Eira,Southern Metropolitan
Caulfield South,9 Filbert St,h,S,Gary,7/05/2016,Glen Eira,Southern Metropolitan
Caulfield South,1 Rotorua St,h,S,Gary,7/05/2016,Glen Eira,Southern Metropolitan
Caulfield South,4/21 Gardenvale Rd,u,S,Gary,7/11/2016,Glen Eira,Southern Metropolitan
Caulfield South,303 Bambra Rd,h,S,Gary,8/10/2016,Glen Eira,Southern Metropolitan
Caulfield South,11/8 Bealiba Rd,u,VB,hockingstuart,8/10/2016,Glen Eira,Southern Metropolitan
Caulfield South,80 Sycamore St,h,S,Biggin,8/10/2016,Glen Eira,Southern Metropolitan
Caulfield South,5 Filbert St,h,S,Gary,10/09/2016,Glen Eira,Southern Metropolitan
Caulfield South,1/2 Griffiths St,t,VB,Gary,10/12/2016,Glen Eira,Southern Metropolitan
Caulfield South,7A Alfada St,h,S,Biggin,12/11/2016,Glen Eira,Southern Metropolitan
Caulfield South,22 Sycamore St,h,S,RT,13/08/2016,Glen Eira,Southern Metropolitan
Caulfield South,8 Lygon St,h,S,hockingstuart,14/05/2016,Glen Eira,Southern Metropolitan
Caulfield South,1/19 Trevascus St,u,S,Ray,15/10/2016,Glen Eira,Southern Metropolitan
Caulfield South,28 Ellington St,h,PI,hockingstuart,16/04/2016,Glen Eira,Southern Metropolitan
Caulfield South,23 Lygon St,h,S,Gary,16/04/2016,Glen Eira,Southern Metropolitan
Caulfield South,136 Sycamore St,h,S,hockingstuart,16/04/2016,Glen Eira,Southern Metropolitan
Caulfield South,5 Field St,u,S,hockingstuart,16/07/2016,Glen Eira,Southern Metropolitan
Caulfield South,48A Jupiter St,t,S,Gary,19/11/2016,Glen Eira,Southern Metropolitan
Caulfield South,147 Booran Rd,h,S,hockingstuart,22/05/2016,Glen Eira,Southern Metropolitan
Caulfield South,18b Marara Rd,h,S,Gary,22/08/2016,Glen Eira,Southern Metropolitan
Caulfield South,89 Clarence St,h,S,Buxton,24/09/2016,Glen Eira,Southern Metropolitan
Caulfield South,393 North Rd,h,S,hockingstuart,25/02/2017,Glen Eira,Southern Metropolitan
Caulfield South,5 Sycamore St,h,S,Matthew,25/02/2017,Glen Eira,Southern Metropolitan
Caulfield South,30 Cedar St,h,S,Biggin,26/07/2016,Glen Eira,Southern Metropolitan
Caulfield South,42 Poplar St,h,S,Gary,26/07/2016,Glen Eira,Southern Metropolitan
Caulfield South,5/27 Venus St,u,VB,Gary,27/11/2016,Glen Eira,Southern Metropolitan
Caulfield South,245 Booran Rd,h,S,hockingstuart,28/05/2016,Glen Eira,Southern Metropolitan
Caulfield South,364 Kooyong Rd,h,S,Biggin,28/05/2016,Glen Eira,Southern Metropolitan
Caulfield South,3/21 Gardenvale Rd,u,VB,Ray,28/08/2016,Glen Eira,Southern Metropolitan
